id,0dayPrice,7dayPrice,14dayPrice,30dayPrice,90dayPrice,
LYB2016q3,0.0,0.067,0.177,0.009,0.218
LYB2017q1,0.0,-0.044,-0.048,-0.007,
ALSN2016q3,0.0,0.032,0.15,0.019,0.201
ALSN2017q1,0.0,-0.012,-0.0,-0.01,
KEY2016q3,0.0,0.182,0.261,0.155,0.27
KEY2017q1,0.0,-0.053,-0.066,-0.028,
T2016q3,0.0,0.021,0.054,-0.002,0.165
T2017q1,0.0,-0.002,0.023,0.011,
NAV2017q1,0.0,0.017,0.004,0.043,0.169
NAV2017q2,0.0,-0.149,-0.092,-0.078,
ROST2017q3,0.0,-0.004,-0.043,-0.012,-0.02
ROST2018q1,0.0,-0.084,-0.096,-0.016,
A2017q1,0.0,0.033,0.03,0.052,0.172
A2017q2,0.0,0.004,-0.012,-0.014,
L2016q3,0.0,0.022,0.039,-0.028,0.087
L2017q1,0.0,-0.024,0.0,-0.01,
TER2016q3,0.0,0.064,0.107,0.055,0.237
TER2017q1,0.0,0.01,-0.032,-0.011,
PFE2016q3,0.0,-0.062,-0.053,-0.053,-0.032
PFE2017q1,0.0,-0.027,-0.008,-0.025,
PBF2016q3,0.0,0.16,0.071,0.116,0.03
PBF2017q1,0.0,0.046,-0.016,0.091,
LNT2016q3,0.0,-0.032,-0.023,-0.04,0.031
LNT2017q1,0.0,-0.001,0.049,-0.012,
AIV2016q3,0.0,-0.021,-0.034,0.035,0.066
AIV2017q1,0.0,-0.013,0.002,-0.017,
ED2016q3,0.0,-0.043,-0.047,-0.043,0.016
ED2017q1,0.0,0.022,0.068,0.007,
LKQ2016q3,0.0,0.029,0.019,-0.001,-0.004
LKQ2017q1,0.0,-0.009,0.002,-0.001,
F2016q3,0.0,0.017,0.026,-0.033,0.091
F2016q4,0.0,0.015,0.012,0.013,-0.086
F2017q1,0.0,-0.04,-0.047,-0.041,
SYY2017q1,0.0,-0.002,0.003,-0.013,-0.05
SYY2017q2,0.0,0.011,0.004,0.01,0.058
SYY2017q3,0.0,-0.012,0.001,-0.013,
MAA2016q3,0.0,0.015,0.013,0.042,0.08
MAA2017q1,0.0,0.008,0.032,0.01,
UGI2017q1,0.0,0.003,0.021,0.011,0.035
UGI2017q2,0.0,-0.029,0.044,-0.008,
MDRX2016q3,0.0,0.062,0.024,0.003,0.146
MDRX2017q1,0.0,-0.039,-0.034,-0.005,
WYNN2016q3,0.0,0.055,0.127,-0.035,0.159
WYNN2017q1,0.0,-0.011,0.088,-0.013,
MCHP2017q1,0.0,0.019,0.006,0.003,0.032
MCHP2017q2,0.0,0.031,0.025,0.019,0.087
MCHP2017q3,0.0,-0.005,0.007,-0.026,0.041
ARRS2016q3,0.0,0.091,0.128,0.086,0.083
ARRS2017q1,0.0,-0.023,0.038,0.01,
STX2017q1,0.0,0.091,0.144,-0.034,0.114
STX2017q2,0.0,0.056,0.088,0.031,0.166
STX2017q3,0.0,0.022,0.009,0.034,
LOGM2016q3,0.0,0.079,0.151,-0.015,0.126
LOGM2017q1,0.0,-0.063,-0.055,-0.047,
XOM2016q3,0.0,0.028,0.05,0.05,0.012
XOM2017q1,0.0,0.001,-0.03,-0.0,
TJX2017q3,0.0,-0.013,-0.041,-0.002,0.005
TJX2018q1,0.0,-0.024,-0.083,-0.004,
INCY2016q3,0.0,0.146,0.11,0.024,0.313
INCY2016q4,0.0,0.079,0.204,-0.008,-0.048
INCY2017q1,0.0,0.03,0.052,-0.069,
CLVS2016q3,0.0,0.318,0.33,0.254,1.391
CLVS2017q1,0.0,0.064,0.121,-0.106,
MXL2016q3,0.0,0.158,0.085,0.114,0.373
MXL2016q4,0.0,-0.001,-0.006,0.007,0.106
MXL2017q1,0.0,0.059,0.081,0.095,
GILD2016q3,0.0,0.013,-0.016,0.037,-0.016
GILD2017q1,0.0,-0.039,-0.033,-0.036,
TSLA2016q3,0.0,-0.022,-0.035,0.011,0.34
TSLA2017q1,0.0,-0.046,0.099,-0.059,
AME2016q3,0.0,0.089,0.085,0.083,0.157
AME2017q1,0.0,0.011,0.027,-0.004,
WTFC2016q3,0.0,0.213,0.322,0.179,0.335
WTFC2017q1,0.0,-0.015,0.035,0.013,
FNSR2017q1,0.0,0.263,0.32,0.215,0.366
FNSR2017q2,0.0,-0.077,-0.151,-0.041,0.016
FNSR2017q3,0.0,-0.206,-0.287,-0.231,-0.233
AKS2016q3,0.0,0.152,0.742,-0.03,0.806
AKS2017q1,0.0,-0.114,-0.085,-0.08,
