"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 04, 2013","155.86","155.43","156.17","155.09","131.88M","0.41"
"Apr 03, 2013","155.23","156.91","157.03","154.82","154.17M","-1.01"
"Apr 02, 2013","156.82","156.61","157.21","156.37","101.50M","0.49"
"Apr 01, 2013","156.05","156.59","156.91","155.67","99.19M","-0.40"
"Mar 28, 2013","156.67","156.09","156.85","155.75","102.93M","0.31"
"Mar 27, 2013","156.19","155.26","156.25","155.00","99.95M","0.00"
"Mar 26, 2013","156.19","155.59","156.23","155.42","86.86M","0.80"
"Mar 25, 2013","154.95","156.01","156.27","154.35","151.32M","-0.42"
"Mar 22, 2013","155.60","154.85","155.60","154.73","111.16M","0.80"
"Mar 21, 2013","154.36","154.76","155.64","154.10","128.60M","-0.85"
"Mar 20, 2013","155.69","155.52","155.95","155.26","113.76M","0.70"
"Mar 19, 2013","154.61","155.30","155.51","153.59","167.57M","-0.23"
"Mar 18, 2013","154.97","154.34","155.64","154.20","126.70M","-0.55"
"Mar 15, 2013","155.83","155.85","156.04","155.31","138.60M","-0.57"
"Mar 14, 2013","156.73","156.31","156.80","155.91","126.33M","0.53"
"Mar 13, 2013","155.91","155.76","156.12","155.23","92.55M","0.15"
"Mar 12, 2013","155.68","155.92","156.10","155.21","105.76M","-0.22"
"Mar 11, 2013","156.03","155.32","156.04","155.13","83.75M","0.38"
"Mar 08, 2013","155.44","155.46","155.65","154.66","123.49M","0.43"
"Mar 07, 2013","154.78","154.70","154.98","154.52","86.10M","0.18"
"Mar 06, 2013","154.50","154.84","154.92","154.16","94.47M","0.14"
"Mar 05, 2013","154.29","153.66","154.70","153.64","121.66M","0.90"
"Mar 04, 2013","152.92","151.76","152.92","151.52","99.01M","0.53"
"Mar 01, 2013","152.11","151.09","152.34","150.41","170.63M","0.33"
"Feb 28, 2013","151.61","151.90","152.87","151.41","126.87M","-0.20"
"Feb 27, 2013","151.91","149.89","152.33","149.76","150.78M","1.26"
"Feb 26, 2013","150.02","149.72","150.20","148.73","186.60M","0.68"
"Feb 25, 2013","149.00","152.63","152.86","149.00","245.82M","-1.90"
"Feb 22, 2013","151.89","151.15","151.89","150.49","106.36M","0.98"
"Feb 21, 2013","150.42","150.96","151.42","149.94","183.26M","-0.61"
"Feb 20, 2013","151.34","153.14","153.19","151.26","160.57M","-1.25"
"Feb 19, 2013","153.25","152.37","153.28","152.16","95.11M","0.75"
"Feb 15, 2013","152.11","152.43","152.59","151.55","215.23M","-0.12"
"Feb 14, 2013","152.29","151.69","152.47","151.52","80.83M","0.09"
"Feb 13, 2013","152.15","152.33","152.61","151.72","82.32M","0.09"
"Feb 12, 2013","152.02","151.78","152.30","151.61","65.39M","0.16"
"Feb 11, 2013","151.77","151.74","151.90","151.39","73.77M","-0.02"
"Feb 08, 2013","151.80","151.22","151.89","151.22","103.13M","0.56"
"Feb 07, 2013","150.96","151.21","151.35","149.86","162.49M","-0.13"
